,tv_model,category,price,dimension,discounted,discount_rate,reviews,brand,num_of_reviews
27,"SONY - SMART TV BRAVIA OLED MasterSeries 4K 55"" XR55A80J",Tv 4K,"€ 1.099,00",Dimensione schermo-pollici : 55 pollici,True,-35.0%,"["" Sony a toujours fait des produits d'assez bonne ou très bonne qualité. Certes la dalle provient de chez LG, et Sony l'exploite très bien. Je n'ai eu aucun réglage à faire, le paramétrage automatique a fait son travail, très efficacement. Sortant d'un très beau Plasma, l'image est encore bien plus bluffante et le son issu du système Acoustic Surface est déjà très bon. Je n'ai plus besoin d'allumer en plus de la TV, systématiquement le home-cinéma, il y a même des petites basses. En résumé très content de mon choix et de cet achat. Personnel de vente toujours très aimable à Seynod, merci à eux. "", "" Je suis vraiment satisfait de mon achat. Une image fabuleuse et un son extra (j'ai enlevé ma petite barre de son). Le processeur XR de cette TV est très rapide ! Même l'appli (apple +) répond dans la seconde ! sans parler de Netflix optimisé sur cette TV. Mon seul regret concerne l'appli Google qui demande presque la couleur de vos cossettes pour fonctionner (indispensable pour télécharger les applis) "", ' Très satisfait, suffisamment lumineux pour le multimédia (jeux xsx, bluray, Apple, prime vidéo..) y compris en hdr et justement pas en excès pour ne pas piquer dans une pièce sombre. L’intégration des applications est également un véritable plus, et sont très fluides, plus besoin de brancher l’Apple TV 4K. Le son est aussi très bon, je n’allume même plus ma barre de son.Bref que du bon. ', "" La télé se presente bien, les qualités video ete sono sont exceptionnels.Je l'utilise pour les jeux sur PS5 et regarder des séries. Je suis pas un pro dans les jeux, mais il y a pas de latence de refrachissement d'image. Les graphiques sont rendus bien.Pour les film, le son est vraiment comme dans une ambiance de cinema, (plusieurs reglageses disponible). "", "" Très belle image avec une haute defintion et des couleurs naturelles. Le son est excellent avec la présence de basse agréable. De nombreux réglages de l'image ou du son sont disponibles et permettent de choisir ce qui est le plus adapté à ce que l'on regarde. Les touches d'accès direct à  des applications sont très pratiques. "", ' bon téléviseur, son excellent image excellent, pas facile de connecter avec des appareils de marque différentes (barre de son) temps pour changer de chaine trop long, et à la mise en marche google très pénible..Mise en service par livreurs indépendants (non Boulanger) mise en service rapide et sans explication ', "" Aucun problème, en remplacement d'un plasma Panasonic de 50 pouce après 10 ans de bon et loyaux service ... à voir sur le long terme. Petit bémol pour moi, ne regardant pas la TV par internet, je n'ai pas encore trouvé comment changer la page d'accueil pour arriver directement sur l'entré 'TV' ... "", "" Je possédais un tv sony Led de 11 ans. En achetant ce tv OLED je pensais vraiment voir une grosse différence en qualité d'image, et sur ce point je suis déçu. Aussi bien en TNT ou via le Freebox revolution ou en direct Ethernet pour Mycanal, l'image n'a pas plus de relief. Déçu globalement "", "" Cher clientJe vous remercie d'avoir pris le temps de partager votre avis sur la TV.Je suis navrée de constater que ce produit ne vous ait pas totalement satisfait.Je vous invite à faire ces étapes :  - Débrancher le câble d'alimentation de votre TV ainsi que celui des appareils externes pendant quelques minutes puis d'essayer à nouveau.  - Appuyer sur le bouton d'alimentation de la télécommande et maintenez-le enfoncé pendant 10 secondes (lorsque le téléviseur est sous tension) le téléviseur redémarrera automatiquement.  De même- vous pouvez régler limage à votre convenance en effectuant quelques réglages.Je vous souhaite une agréable journéePaulineResponsable marketing produits ""]",SONY ,9
28,SAMSUNG - Smart TV Crystal UHD 4K 75” UE75BU8070-Black,Tv 4K,"€ 999,00",Dimensione schermo-pollici : 75 pollici,True,-5.0%,[],SAMSUNG ,0
29,SAMSUNG - Smart TV QLED 4K 65” QE65Q60B-Black,Tv Qled,"€ 899,00",Dimensione schermo-pollici : 65 pollici,True,-10.0%,[' Il prodotto è un buon compromesso tra prezzo e qualità '],SAMSUNG ,1
30,"LG - Smart TV LED UHD 4K 75"" 75UQ81006LB-Dark Iron Gray",Tv 4K,"€ 899,00",Dimensione schermo-pollici : 75 pollici,False,,[' Molto bella pratica. Soddisfacente con quanto aspettavo '],LG ,1
31,SAMSUNG - Smart TV Crystal UHD 4K 43” UE43AU7170-Titan Gray,Tv 4K,"€ 369,00",Dimensione schermo-pollici : 43 pollici,False,,"[' Ottimo prodotto, completo di tutto. Definizione perfetta, consigliato anche per il gaming. ']",SAMSUNG ,1
32,"LG - Smart TV LED UHD 4K 43"" 43UQ75006LF-Ceramic Black",Tv 4K,"€ 349,00",Dimensione schermo-pollici : 43 pollici,True,-27.0%,"[' Dopo aver cercato a lungo il miglior prezzo in giro, alla fine la promo di halloween di LG era la migliore!La tv va alla grande, veloce, colori belli, web os ha una marcia in più.La cosa che mi ha fatto scegliere proprio questo modello è stata l’integrazione con HomeKit di Apple.La spedizione è stata veloce, il corriere puntale e corretto.Mi hanno avvisato 30 minuti prima di arrivare, mi hanno portato il TV in casa, disimballato è fatta la prima accensione, con tanto di sintonizzazione dei canali. ', ' É una delle migliori TV 43 pollici con 4K e smart TV al giusto prezzo, che si puó cercare. Se avete una console, tipo Playstation oppure X-Box, ha anche una impostazione per ottimizzare il gioco.Il cambio canali é molto veloce. La reattivitá della smart TV un pochino meno, ma non é detto che non verrá migliorata con futuri aggiornamenti firmware. ', "" Ho comprato la TV da un paio di settimane, cercavo un prodotto moderno con le ultime funzionalità e microprocessore senza spendere un occhi, tra 50 e 55  pollici. Per ora la TV si dimostrata perfetta per lo scopo. Ottima immagine,  facile ed intuitiva nell'uso.Magari un supporto più moderno migliorerebbe l'estetica. "", ' Buona Però la consegna e venuta con un po di ritardo Poi il resto e tutto ok ', ' ho comprato il televisore ottima relazione qualità prezzo complimenti ']",LG ,5
33,"SAMSUNG - Smart TV Q-LED FHD 32"" QE32Q50AEUXZT",Tv Qled,"€ 349,00",Dimensione schermo-pollici : 32 pollici,True,-22.0%,[],SAMSUNG ,0
34,"HISENSE - Smart TV LED UHD 4K 43"" 43A6HG-Black",Tv 4K,"€ 299,00",Dimensione schermo-pollici : 43 pollici,True,-33.0%,[],HISENSE ,0
35,SAMSUNG - Smart TV QLED 4K 85” QE85Q60B-Black,Tv Qled,"€ 2.100,00",Dimensione schermo-pollici : 85 pollici,True,-9.0%,[],SAMSUNG ,0
36,"SAMSUNG - Smart TV FHD 32"" UE32T5372",Smart TV,"€ 299,00",Dimensione schermo-pollici : 32 pollici,True,-15.0%,"[' Ottimo prodotto lo conosco da tempo semplice da usare ', ' Ottimo televisore , rapporto qualità  prezzo eccezionale ', ' Qualità audio e video eccellenti unite alle funzionalità smart. Samsung sempre una garanzia, unita alla buona offerta Euronics ', ' Mancato ritiro della vecchia tv. Il flag da spuntare non era evidente ', "" Pessima TV, software dell'età della pietra, non memorizza canali in ordine ma bisogna cercarli uno a uno e spostarli in un modo davvero lungo e complicato. No comment, mai più Samsung e probabilmente mai più Euronics. ""]",SAMSUNG ,5
37,"PHILIPS - Smart TV FHD 24"" 24PFS6855/12-Silver",Smart TV,"€ 249,00",Dimensione schermo-pollici : 24 pollici,True,-11.0%,"["" Rivedo la mia precedente recensione in quanto appena ricevuto ultimo aggiornamento televisore e finalmente il prodotto ora funziona bene! Anche se con un anno di ritardo, va riconosciuto che sono stati finalmente corretti i problemi che rendevano inaccettabile l'utilizzo di questo tv (lentezza esasperante, inaffidabilità utilizzo smart, problemi video). Certo c'è sempre qualcosa che si può migliorare, ma tutto considerato ora ci siamo, si può acquistare senza rimorsi. Speriamo duri, il suo esatto antenato di 3 anni prima mi è scoppiato a gran sorpresa dopo sole 8'000 ore circa di funzionamento nonostante il corretto utilizzo "", ' buongiorno,  la risposta del software per l.s gestione delle applicazioni è lenta.  la connessione con la rete Wifi difficoltosa. ho un altro televisore della stessa marca,  che presenta lo stesso problema.  inoltre dopo il 1 aggiornamento del software gestione programmi,  non si riesce a ad accedere velocemente agli applicativi installati.  poche sono le applicazioni supportate.  potete migliorare sicuramente.  l.s gestione dei file multimediali tramite memorie esterne di massa non supporta i formati in uso e non si aggiorna tramite firmware. visto il prezzo non economico mi aspettavo di più dalle grandi Marche. ', "" Il TV (immediatamente aggiornato all'ultimo firmware) è lento nel rispondere a pressioni dei tasti volume sul telecomando, fino a sembrare completamente bloccato. Le cose sono leggermente migliorate dopo che ho configurato il volume per uscita solo cuffie (e non cuffie+altoparlanti interni).Uscendo dall'app Amazon Prime premendo sul pulsante TV per due volte lo schermo è risultato completamente nero pur con audio funzionante; anche un riavvio non ha subito risolto, non so più come ne sono uscito...Spero in aggiornamenti firmware risolutivi.Navigando nella gallery delle app vengono facilmente proposte app sexy, in presenza di bambini è poco appropriato.Il resto delle specifiche tecniche sono come me le aspettavo. "", "" E' un bel televisore, completo e con delle funzioni Smart veramente interessanti. La parte video e app è molto bella ed è molto semplice da usare in quanto è interattiva e completa.Purtroppo la parte acustica è veramente scarsa ed infatti ho dovuto acquistare una sound bar. Anche in questa sua mancanza, questo televisore mi ha stupito: si può collegare una sound bar con HDMI ARC che si può gestire semplicemente con il telecomando del televisore. Se la parte acustica fosse all'altezza di TV simili della concorrenza, sarebbe un commento da 5 stelle. "", ' La qualità di immagine è buona.Peccato che la parte ""smart TV"" faccia decisamente pena: l\'ultimo aggiornamento SW di settembre 2020, nonostante abbia provato a ripristinare le condizioni di fabbrica, non permette di installare nuove app, non entra neanche nella funzione. YouTube non funziona si pianta con un errore di accesso alla rete. La TV è collegata alla rete con la porta Ethernet su uno switch a 1Gb/s ed una VDSL2 a 200 Mb/s. Inoltre manca un modo rapido per tornare alla visione della TV dalla visione di altre fonti video. ', "" Sulle immagini nulla da eccepire.Buon funzionamento connesso a Netflix o youtube e come televisore solo che a volte la regolazione audio non reagisce immediatamente e non sempre compare il livello. Anche il cambio canale reagisce con lentezza, ad esempio sono sul canale 20 e cambio sul 35, si vede che acquisice il n°35 ma il canale resta il 20.L'aggiornamento della guida TV. Se la sera prima spengo sul canale 21 (per dare un numero di canale) e riaccendo la tv sul canale 21 l'indicazione nella parte bassa dell schermo ancora non è aggiornata, se cambio e vado sul canale 6 trovo ancora i valori della sera prima. (lentezza negli aggiornamenti della smart tv?)L'audio con poca potenza ed il paragone lo faccio sempre con un altro vostro prodotto il 22PFL5614H/12 il quale a volume massimo era molto più forte. "", ' Ottima tv, unica 24 pollici full HD e smart tv. Consiglio funziona molto bene ', "" Il suo punto migliore sono sicuramente la qualità prezzo. ha tutto quello che serve.Decoder nuovo e tutto quello che riguarda un smart tv.Il problema è che ha un software che non funziona per niente bene.il più delle volte c'è da staccare la spina perchè la tv non si accende oppure non si collega ad internet ,anche se colllegato via cavo. una volta riavviata però funziona senza problemi.spero in aggiornamenti sofware futuri che risolvano il problema. ""]",PHILIPS ,8
38,"PHILIPS - Smart TV LED UHD 4K 58"" 58PUS8517/12-Antracite",Tv 4K,"€ 644,00",Dimensione schermo-pollici : 58 pollici,True,-10.0%,"["" Ottimo tv, la funzione ambilight è spettacolare. E' molto reattivo nella risposta ai comandi e anche la funzione vocale è utile. Ogni tanto capita che non si accende in contemporanea con Sky, non capisco se sia un problema di switch con la cassa audio collegata tramite ARC o altro, ma nulla di ingestibile(capita ogni tanto). Le casse audio integrato al tv sono basiche nel senso che il suono non è corposo e d'altronde tutti i nuovi tv sono così: lo spazio a disposizione per le casse integrate è poco. risolvibile tramite soundbar esterna da collegare tramite ARC ""]",PHILIPS ,1
39,"SONY - Smart TV BRAVIA LED UHD 4K 50"" KD50X72KPAEP",Tv 4K,"€ 599,00",Dimensione schermo-pollici : 50 pollici,True,-33.0%,"["" J'ai toujours eu la marque Sony en TV et je suis, une fois de plus, très satisfait de ce nouveau poste TV. "", ' Super TV très belle image ! ', ' IMAGE FADE ']",SONY ,3
40,"HISENSE - Smart TV QLED 4K Dolby Vision 65"" 65E79HQ-Black",Tv Qled,"€ 599,00",Dimensione schermo-pollici : 65 pollici,True,-25.0%,"[' Ho comprato questo articolo e sono molto sodisfatto ', ' qualità audio/video e responsività ottime. 4 stelle perché non può essere utilizzato direttamente per trasmettere video da cellulare o computer (solamente in modalità mirror screen) e nel sistema operativo mancano alcune app (Spotify, chrunchyroll). Confido in futuri aggiornamenti software ']",HISENSE ,2
41,SAMSUNG - Smart TV Crystal UHD 4K 85” UE85BU8070-Black,Tv 4K,"€ 1.588,00",Dimensione schermo-pollici : 85 pollici,True,-12.0%,[],SAMSUNG ,0
42,"PANASONIC - Smart TV LED 4K HDR Android TV 40"" TX-40JX800E-NERO",Tv 4K,"€ 499,00",Dimensione schermo-pollici : 40 pollici,True,-29.0%,[' tv ottima e perfetta x il posto che avevo a disposizione '],PANASONIC ,1
43,SAMSUNG - Smart TV Crystal UHD 4K 50” UE50BU8070-Black,Tv 4K,"€ 498,00",Dimensione schermo-pollici : 50 pollici,True,-0.0%,[],SAMSUNG ,0
44,"HISENSE - Smart TV UHD 4K Dolby Vision 55"" 55A69H-Black",Tv 4K,"€ 499,00",Dimensione schermo-pollici : 55 pollici,True,-9.0%,[],HISENSE ,0
45,"TOSHIBA - Smart TV LED UHD 4K 55"" 55QA7D63DA-Nero",Tv 4K,"€ 419,00",Dimensione schermo-pollici : 55 pollici,True,-16.0%,[],TOSHIBA ,0
46,SAMSUNG - Smart TV QLED FHD 32” QE32Q50A-Black,Tv Qled,"€ 375,00",Dimensione schermo-pollici : 32 pollici,True,-3.0%,"["" Ho scelto questo apparecchio dopo aver confrontato le caratteristiche con diversi altri, ma senza poterlo vedere prima dal vero perché non ho trovato nella mia città un negozio che l'avesse disponibile. Sono comunque rimasto ben soddisfatto dalla qualità delle immagini, ma molto deluso dal telecomando: minimale (in questo caso non è un pregio, perché mancano i tasti di accesso diretto alle funzioni principali, e tutto si gioca sulla combinazione di menu a video e frecce), scomodo, assolutamente non intuitivo, con scelte inspiegabili, come il tasto del volume, che non va premuto perpendicolarmente, ma shiftato in su e giù, oppure il pannelletto solare (il telecomando funziona ad energia solare, senza batteria da sostituire), posto sotto, obbligando a girare continuamente il telecomando per farlo ricaricare.Quindi un bel televisore, con un pessimo telecomando. ""]",SAMSUNG ,1
47,"SAMSUNG - Smart TV LED UHD 4K 50"" UE50AU7090UXZT-Black",Tv 4K,"€ 378,00",Dimensione schermo-pollici : 50 pollici,False,,[],SAMSUNG ,0
48,LG - Smart TV UHD 4K 50'' 50UQ75006LF-Ceramic Black,Tv 4K,"€ 344,00",Dimensione schermo-pollici : 50 pollici,True,-31.0%,"[' Dopo aver cercato a lungo il miglior prezzo in giro, alla fine la promo di halloween di LG era la migliore!La tv va alla grande, veloce, colori belli, web os ha una marcia in più.La cosa che mi ha fatto scegliere proprio questo modello è stata l’integrazione con HomeKit di Apple.La spedizione è stata veloce, il corriere puntale e corretto.Mi hanno avvisato 30 minuti prima di arrivare, mi hanno portato il TV in casa, disimballato è fatta la prima accensione, con tanto di sintonizzazione dei canali. ', "" Pannello ottimo, impostazioni molto varie e risposta video quasi da oled. Non ha nessun tipo di artefatto, ma la cosa migliore è l'audio delle casse a bordo. Davvero ottimo! "", "" Ho comprato la TV da un paio di settimane, cercavo un prodotto moderno con le ultime funzionalità e microprocessore senza spendere un occhi, tra 50 e 55  pollici. Per ora la TV si dimostrata perfetta per lo scopo. Ottima immagine,  facile ed intuitiva nell'uso.Magari un supporto più moderno migliorerebbe l'estetica. "", ' ho comprato il televisore ottima relazione qualità prezzo complimenti ']",LG ,4
49,"TCL - Smart TV LED UHD 4K 43"" 43P615-Nero",Tv 4K,"€ 309,00",Dimensione schermo-pollici : 43 pollici,True,-20.0%,"[' Salve, sono molto soddisfatto di qusta smart tv TCL, direi sorpreso in positivo, come modello nulla di che ma per le mie modeste esigenze  basta e avanza... Primo avvio settaggi semplici e intuitivi, colori direi ottimi, audio discreto ma uso cuffie BT... Un classico smart tv che svolge a pieno il suo lavoro, rapporto qualità prezzo ottima! ', "" Acheter il y a 1mois , je suis contente de mon achat. La qualité d'image est bien. Les fonctionnalités sont intuitives. J'enlève une étoile car le son est de moyenne qualité. Le prix est très attractif ! "", ' J’adore la télé elle est parfaite belle qualité d’image du 4K ce qui me change de mon ancienne télé qui avait une qualité HD Bon algorithme connaît mes goût de film rien à dire ', ' Je ne mets que 4 étoiles sur 5 car il y a certaines applications qui ne se lancent pas (CanalSat par exemple) sauf en passant par le menu système. ', ' Je recommande cette tv superbe image excellent rapport qualité prix ', ' Très bien conseiller par le vendeur (Henri), contente de mon achat. ', ' Bon rapport qualité/ prix. Facile à installer et à utiliser ']",TCL ,7
